"","estc_id","title","sum","n"
"1784","T135980","Historical beauties for young ladies",159,1
"1785","T136039","Cobleriana",734,7
"1786","T136078","The Twelfth-day-gift: or, The grand exhibition",716,1
"1787","T136084","Observations upon liberal education, in all its branches",22210,28
"1788","T136103","The liverpool guide",303,1
"1789","T136109","The liverpool guide",320,1
"1790","T136129","An historical and classical dictionary",573,4
"1791","T136321","A succinct description of that elaborate and matchless pile of art, called, the microcosm",453,2
"1792","T136407","Poems by Mr. Jerningham",241,1
"1793","T136408","Poems by Mr. Jerningham",218,1
"1794","T136409","Poems by Mr. Jerningham",242,1
"1795","T136410","Poems by Mr. Jerningham. .",238,1
"1796","T136411","Poems by Mr. Jerningham",157,1
"1797","T136456","Dramatic miscellanies",1683,8
"1798","T136466","Emilius",159,1
"1799","T136650","The works",89,1
"1800","T136660","The works",675,1
"1801","T136696","The works of Soame Jenyns, Esq",134,1
"1802","T136697","The works of Soame Jenyns, Esq",135,1
"1803","T136739","Thoughts moral and divine",5296,5
"1804","T136740","Thoughts moral and divine",2152,2
"1805","T136783","Letters from Edinburgh",194,1
"1806","T136893","Observations on the correspondence between poetry and music",240,2
"1807","T136975","The letters of Marcus Tullius Cicero to several of his friends: with remarks by William Melmoth, Esq; In three volumes. .",1444,4
"1808","T136976","The letters of Marcus Tullius Cicero to several of his friends: with remarks by William Melmoth, Esq; the third edition. In three volumes. .",1433,4
"1809","T137083","Letters from the Rev. Mr. Job Orton",433,2
"1810","T137107","Letters from Edinburgh",193,1
"1811","T13713","The republican judge",93,1
"1812","T137145","The works of Mrs. Chapone",383,1
"1813","T137215","Lavater's looking-glass",62,1
"1814","T137418","Paradise regain'd",809,4
"1815","T137420","The character of the Rev. James Hervey",1823,10
"1816","T137421","The character of the Rev. James Hervey, M.A. late rector of weston-favel, in Northamptonshire",1838,10
"1817","T137452","The full account of the life and dealings of God with the Reverend Mr. George Whitefield",705,2
"1818","T137453","A short account of God's dealings with the Reverend Mr. George Whitefield",391,1
"1819","T137604","The ceremonies and religious customs of the various nations of the known world",668,4
"1820","T137608","Letters addressed to His Highness the Prince of *****",153,1
"1821","T137609","Letters addressed to His Highness the Prince of *****",153,1
"1822","T137623","Letters addressed to His Highness the Prince of *****",157,1
"1823","T137625","Critical essays on dramatic poetry",670,2
"1824","T137673","Theodosius and Arabella",77,1
"1825","T137683","The economy of beauty",1078,7
"1826","T137810","The letters of Marcus Tullius Cicero to several of his friends: with remarks by William Melmoth, Esq; The second edition. In three volumes. .",1421,4
"1827","T137833","The comedies",1294,5
"1828","T137837","The comedies",1284,5
"1829","T137914","The lady's accomptant and best accomplisher",3089,9
"1830","T137984","Essays",398,2
"1831","T138026","A view of the invisible world",653,1
"1832","T138129","Tully's compendious treatise of old age",119,1
"1833","T138159","A complete history of the English stage",432,2
"1834","T138283","The english connoisseur",396,3
"1835","T138393","M. Tullii Ciceronis De officiis ad Marcum filium libri tres. Notis illustravit, & tum manuscriptorum ope, tum conjectura emendavit Zacharias Pearce, .",202,1
"1836","T138401","Thoughts of Cicero",1164,4
"1837","T138625","An essay on the composition of a sermon",635,2
"1838","T138627","An essay on the composition of a sermon",638,2
"1839","T138658","Psalms and hymns for divine worship",3151,6
"1840","T138697","Forty five sermons on several subjects",1196,2
"1841","T13875","Fables by John Gay, illustrated with notes and the life of the author. By William Coxe, rector of Bemerton",1132,4
"1842","T138754","Friendship in death",233,1
"1843","T13879","Fables by John Gay",1102,4
"1844","T138832","Svenskt och engelskt lexicon",64,1
"1845","T138849","Bell's edition of Shakespeare's plays, as they are now performed at the Theatres Royal in London; regulated from the prompt books ... with notes critical and illustrative; by the authors of the Dramatic censor. .",696,2
"1846","T138861","The works of Shakespeare: in eight volumes",208,2
"1847","T138908","Proposals for printing by subscription, in two volumes in octavo, the following Miscellaneous tracts, written by Mr. John Dennis",3546,14
"1848","T138910","Cato and Lælius",1304,5
"1849","T138911","Cato",1371,6
"1850","T138915","The letters of Marcus Tullius Cicero to several of his friends: with remarks by William Melmoth, Esq; the fourth edition. To which is now added, a general index. In three volumes. .",1458,4
"1851","T138916","M.T. Ciceronis orationes quædam selectæ",150,1
"1852","T138921","M. Tullii Ciceronis De officiis ad Marcum filium libri tres",200,1
"1853","T138965","A new and general biographical dictionary",7574,13
"1854","T138966","A new and general biographical dictionary",3833,5
"1855","T138967","A supplement to the new and general biographical dictionary",2046,8
"1856","T138973","Elements of moral science",322,2
"1857","T138982","The dramatick works",514,2
"1858","T139003","Progymnasmata. The inn-play",81,1
"1859","T139004","Progymnasmata. The inn-play",82,1
"1860","T139122","Critical, historical, and explanatory notes upon Hudibras",174,1
"1861","T139124","A treatise on the second sight",3716,1
"1862","T139126","Poems on several occasions",14524,5
"1863","T139164","Poems on various occasions",1558,4
"1864","T139207","Dissertations moral and critical",1354,4
"1865","T139210","Publii Virgilii Maronis opera",525,5
"1866","T139234","Portraits, memoirs, and characters of remarkable persons",887,2
"1867","T139262","Biographia Britannica: or, The lives of the most eminent persons who have flourished in Great Britain and Ireland, from the earliest ages, down to the present times",5527,11
"1868","T139263","Biographia Britannica",2925,2
"1869","T139324","The distinction between words esteemed synonymous",1897,7
"1870","T139402","The chace",442,2
"1871","T139413","The works",11329,33
"1872","T139415","Publii Virgilii Maronis Bucolica, Georgica, et Aeneis, illustrata, ornata, et accuratissime impressa. Tom. I",383,4
"1873","T139428","The whole genuine works",10907,31
"1874","T139438","The Æneis of Virgil",124,2
"1875","T139443","P. Virgilii Maronis opera",291,3
"1876","T139653","English rudiments",102,1
"1877","T139773","Publii Virgilii Maronis Bucolica et Georgica",158,1
"1878","T139774","P. Virgilij Maronis Bucolica",78,1
"1879","T139776","The works",10907,30
"1880","T139804","The Greek grammar",108,2
"1881","T139811","Miscellaneous sketches",977,3
"1882","T139822","Sermons on various subjects",1407,4
"1883","T139823","The Idler",237,2
"1884","T139835","The amours of Carlo Khan",271,1
"1885","T139875","The poetical works",1042,3
"1886","T139880","The poetical works",7427,4
"1887","T139886","The poetical works",441,2
"1888","T139891","The poetical works",4187,2
"1889","T139895","The poetical works",94384,38
"1890","T139901","The poetical works",66,1
"1891","T139921","Poems",97,1
"1892","T139944","The New foundling hospital for wit",63,1
"1893","T139966","An asylum for fugitive pieces",578,1
"1894","T139991","Phædri Fabulæ selectæ",974,6
"1895","T140056","Harcourt",128,1
"1896","T140070","Democritus: or, the laughing philosopher",165,1
"1897","T140149","Ecclesiastes, in three parts",772,2
"1898","T140151","A new translation of some parts of Ecclesiastes with a paraphrase",780,2
"1899","T140164","Serino",4385,7
"1900","T140263","Letters; written by Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, and several of his friends. From the year 1703 to 1740. Published from the originals; with notes explanatory and historical. By John Hawkesworth, LL.D",81,1
"1901","T140266","The works of Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, accurately revised in twelve volumes, adorned with copper-plates; with some account of the author's life, and notes historical and explanatory, by John Hawkesworth",73,1
"1902","T140342","A method of making abridgments",62098,122
"1903","T140368","English rudiments",107,1
"1904","T140544","An essay on anger",12725,17
"1905","T140550","Memoirs of wool",440,1
"1906","T140628","Observations on a late publication: intituled A treatise on the police of the Metropolis, by P. Colquhoun",280,1
"1907","T140636","Indifference for religion inexcusable",1075,6
"1908","T140703","Parochial music corrected",379,2
"1909","T140914","The lady's polite secretary",1279,5
"1910","T141012","Thoughts on religion",314,1
"1911","T141013","Thoughts on religion",644,3
"1912","T141019","Books lately printed for John and Henry Pemberton",410,2
"1913","T141024","The polite academy",811,4
"1914","T141028","Letters, written by the late Jonathan Swift, D.D. Dean of St. Patricks, Dublin, and several of his friends. From the year 1703 to 1740",81,1
"1915","T141060","The voyage of Hanno translated, and accompanied with the Greek text",85,1
"1916","T141065","Hau kiou choaan",127,1
"1917","T141207","Thoughts on religion, and other subjects; by Monsieur Pascal. Translated from the French",372,1
"1918","T141237","The billet-master; or, The forgery. An opera, By W. Ward",64,1
"1919","T141389","A collection of psalms, hymns, &c. &c. intended for the use of Helston Church",942,2
"1920","T141448","A collection of divine hymns and poems upon several occasions",8895,7
"1921","T14148","Critical essays on dramatic poetry",694,2
"1922","T141552","Hecuba",753,2
"1923","T141583","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",1410,10
"1924","T141586","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",7762,6
"1925","T141587","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",3091,3
"1926","T141588","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",596,1
"1927","T141591","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",11843,9
"1928","T14196","Prayers, thanksgivings, and meditations, to assist the devout Christian in his preparation for, and attendance at the Lord's Supper",905,2
"1929","T142258","The great duty of contentment, and resignation to the will of God, recommended",1010,2
"1930","T142337","A french grammar",1094,6
"1931","T142338","A french grammar",1216,7
"1932","T142450","The invisible spy",64,1
"1933","T142561","The young ladies miscellany: or, Youth's innocent and rational amusement",1694,8
"1934","T142673","Sermons on various subjects",489,2
"1935","T142803","A commentary illustrating the Poetic of Aristotle",818,4
